,xmin,ymin,xmax,ymax,label,score,image_path,Dead,geometry,index_right,utmZone,individualID,taxonID,siteID,plotID,plantStatus
70,476464.60000000003,7226197.600000001,476469.5,7226192.700000001,Tree,0.10055340826511383,BONA_087_2019.tif,1,"POLYGON ((476469.5 7226197.600000001, 476469.5 7226192.700000001, 476464.6 7226192.700000001, 476464.6 7226197.600000001, 476469.5 7226197.600000001))",2497,6N,NEON.PLA.D19.BONA.01622,POTR5,BONA,BONA_087,Standing dead
70,476464.60000000003,7226197.600000001,476469.5,7226192.700000001,Tree,0.10055340826511383,BONA_087_2019.tif,1,"POLYGON ((476469.5 7226197.600000001, 476469.5 7226192.700000001, 476464.6 7226192.700000001, 476464.6 7226197.600000001, 476469.5 7226197.600000001))",2501,6N,NEON.PLA.D19.BONA.01626,POTR5,BONA,BONA_087,Standing dead
0,476285.00000000006,7226112.5,476289.30000000005,7226108.4,Tree,0.7226130366325378,BONA_088_2019.tif,0,"POLYGON ((476289.3 7226112.5, 476289.3 7226108.4, 476285.0000000001 7226108.4, 476285.0000000001 7226112.5, 476289.3 7226112.5))",2605,6N,NEON.PLA.D19.BONA.02440,BENE4,BONA,BONA_088,Live
2,476298.4,7226097.300000001,476301.60000000003,7226093.7,Tree,0.6785004734992981,BONA_088_2019.tif,0,"POLYGON ((476301.6 7226097.300000001, 476301.6 7226093.7, 476298.4 7226093.7, 476298.4 7226097.300000001, 476301.6 7226097.300000001))",2570,6N,NEON.PLA.D19.BONA.02401,BENE4,BONA,BONA_088,Live
3,476298.30000000005,7226112.9,476301.50000000006,7226109.5,Tree,0.6636131405830383,BONA_088_2019.tif,0,"POLYGON ((476301.5000000001 7226112.9, 476301.5000000001 7226109.5, 476298.3 7226109.5, 476298.3 7226112.9, 476301.5000000001 7226112.9))",2615,6N,NEON.PLA.D19.BONA.02450,BENE4,BONA,BONA_088,Live
8,476280.7,7226099.7,476283.80000000005,7226096.5,Tree,0.634832501411438,BONA_088_2019.tif,0,"POLYGON ((476283.8 7226099.7, 476283.8 7226096.5, 476280.7 7226096.5, 476280.7 7226099.7, 476283.8 7226099.7))",2588,6N,NEON.PLA.D19.BONA.02422,BENE4,BONA,BONA_088,Live
10,476296.7,7226086.800000001,476301.2,7226082.4,Tree,0.6075202226638794,BONA_088_2019.tif,0,"POLYGON ((476301.2 7226086.800000001, 476301.2 7226082.4, 476296.7 7226082.4, 476296.7 7226086.800000001, 476301.2 7226086.800000001))",2534,6N,NEON.PLA.D19.BONA.02168,BENE4,BONA,BONA_088,Live
10,476296.7,7226086.800000001,476301.2,7226082.4,Tree,0.6075202226638794,BONA_088_2019.tif,0,"POLYGON ((476301.2 7226086.800000001, 476301.2 7226082.4, 476296.7 7226082.4, 476296.7 7226086.800000001, 476301.2 7226086.800000001))",2535,6N,NEON.PLA.D19.BONA.02169,BENE4,BONA,BONA_088,Live
12,476280.80000000005,7226112.9,476283.2,7226110.800000001,Tree,0.581049382686615,BONA_088_2019.tif,0,"POLYGON ((476283.2 7226112.9, 476283.2 7226110.800000001, 476280.8 7226110.800000001, 476280.8 7226112.9, 476283.2 7226112.9))",2606,6N,NEON.PLA.D19.BONA.02441,POTR5,BONA,BONA_088,Standing dead
14,476286.80000000005,7226092.0,476290.4,7226088.5,Tree,0.5664509534835815,BONA_088_2019.tif,0,"POLYGON ((476290.4 7226092, 476290.4 7226088.5, 476286.8 7226088.5, 476286.8 7226092, 476290.4 7226092))",2547,6N,NEON.PLA.D19.BONA.02183,POTR5,BONA,BONA_088,Live
20,476293.60000000003,7226098.9,476297.00000000006,7226095.300000001,Tree,0.533819317817688,BONA_088_2019.tif,0,"POLYGON ((476297.0000000001 7226098.9, 476297.0000000001 7226095.300000001, 476293.6 7226095.300000001, 476293.6 7226098.9, 476297.0000000001 7226098.9))",2572,6N,NEON.PLA.D19.BONA.02403,BENE4,BONA,BONA_088,Live
20,476293.60000000003,7226098.9,476297.00000000006,7226095.300000001,Tree,0.533819317817688,BONA_088_2019.tif,0,"POLYGON ((476297.0000000001 7226098.9, 476297.0000000001 7226095.300000001, 476293.6 7226095.300000001, 476293.6 7226098.9, 476297.0000000001 7226098.9))",2571,6N,NEON.PLA.D19.BONA.02402,POTR5,BONA,BONA_088,Live
21,476292.60000000003,7226108.5,476295.7,7226104.600000001,Tree,0.5258702635765076,BONA_088_2019.tif,0,"POLYGON ((476295.7 7226108.5, 476295.7 7226104.600000001, 476292.6 7226104.600000001, 476292.6 7226108.5, 476295.7 7226108.5))",2596,6N,NEON.PLA.D19.BONA.02430,BENE4,BONA,BONA_088,"Live, physically damaged"
21,476292.60000000003,7226108.5,476295.7,7226104.600000001,Tree,0.5258702635765076,BONA_088_2019.tif,0,"POLYGON ((476295.7 7226108.5, 476295.7 7226104.600000001, 476292.6 7226104.600000001, 476292.6 7226108.5, 476295.7 7226108.5))",2597,6N,NEON.PLA.D19.BONA.02431,BENE4,BONA,BONA_088,"Live, physically damaged"
23,476296.30000000005,7226108.5,476300.00000000006,7226104.7,Tree,0.5224937796592712,BONA_088_2019.tif,0,"POLYGON ((476300.0000000001 7226108.5, 476300.0000000001 7226104.7, 476296.3 7226104.7, 476296.3 7226108.5, 476300.0000000001 7226108.5))",2619,6N,NEON.PLA.D19.BONA.02454,BENE4,BONA,BONA_088,Live
23,476296.30000000005,7226108.5,476300.00000000006,7226104.7,Tree,0.5224937796592712,BONA_088_2019.tif,0,"POLYGON ((476300.0000000001 7226108.5, 476300.0000000001 7226104.7, 476296.3 7226104.7, 476296.3 7226108.5, 476300.0000000001 7226108.5))",2620,6N,NEON.PLA.D19.BONA.02455,BENE4,BONA,BONA_088,Live
23,476296.30000000005,7226108.5,476300.00000000006,7226104.7,Tree,0.5224937796592712,BONA_088_2019.tif,0,"POLYGON ((476300.0000000001 7226108.5, 476300.0000000001 7226104.7, 476296.3 7226104.7, 476296.3 7226108.5, 476300.0000000001 7226108.5))",2612,6N,NEON.PLA.D19.BONA.02447,PIMA,BONA,BONA_088,Live
23,476296.30000000005,7226108.5,476300.00000000006,7226104.7,Tree,0.5224937796592712,BONA_088_2019.tif,0,"POLYGON ((476300.0000000001 7226108.5, 476300.0000000001 7226104.7, 476296.3 7226104.7, 476296.3 7226108.5, 476300.0000000001 7226108.5))",2618,6N,NEON.PLA.D19.BONA.02453,POTR5,BONA,BONA_088,Standing dead
24,476290.9,7226084.800000001,476293.7,7226081.800000001,Tree,0.5116248726844788,BONA_088_2019.tif,0,"POLYGON ((476293.7 7226084.800000001, 476293.7 7226081.800000001, 476290.9 7226081.800000001, 476290.9 7226084.800000001, 476293.7 7226084.800000001))",2531,6N,NEON.PLA.D19.BONA.02165,BENE4,BONA,BONA_088,Live
24,476290.9,7226084.800000001,476293.7,7226081.800000001,Tree,0.5116248726844788,BONA_088_2019.tif,0,"POLYGON ((476293.7 7226084.800000001, 476293.7 7226081.800000001, 476290.9 7226081.800000001, 476290.9 7226084.800000001, 476293.7 7226084.800000001))",2532,6N,NEON.PLA.D19.BONA.02166,BENE4,BONA,BONA_088,Live
25,476291.10000000003,7226093.4,476294.30000000005,7226090.0,Tree,0.500706136226654,BONA_088_2019.tif,0,"POLYGON ((476294.3 7226093.4, 476294.3 7226090, 476291.1 7226090, 476291.1 7226093.4, 476294.3 7226093.4))",2545,6N,NEON.PLA.D19.BONA.02180,BENE4,BONA,BONA_088,Live
30,476281.60000000003,7226090.4,476285.00000000006,7226087.0,Tree,0.4839304983615875,BONA_088_2019.tif,0,"POLYGON ((476285.0000000001 7226090.4, 476285.0000000001 7226087, 476281.6 7226087, 476281.6 7226090.4, 476285.0000000001 7226090.4))",2551,6N,NEON.PLA.D19.BONA.02187,BENE4,BONA,BONA_088,Live
30,476281.60000000003,7226090.4,476285.00000000006,7226087.0,Tree,0.4839304983615875,BONA_088_2019.tif,0,"POLYGON ((476285.0000000001 7226090.4, 476285.0000000001 7226087, 476281.6 7226087, 476281.6 7226090.4, 476285.0000000001 7226090.4))",2550,6N,NEON.PLA.D19.BONA.02186,BENE4,BONA,BONA_088,Live
31,476286.4,7226087.100000001,476290.60000000003,7226082.800000001,Tree,0.4811917543411255,BONA_088_2019.tif,0,"POLYGON ((476290.6 7226087.100000001, 476290.6 7226082.800000001, 476286.4 7226082.800000001, 476286.4 7226087.100000001, 476290.6 7226087.100000001))",2558,6N,NEON.PLA.D19.BONA.02194,BENE4,BONA,BONA_088,Live
31,476286.4,7226087.100000001,476290.60000000003,7226082.800000001,Tree,0.4811917543411255,BONA_088_2019.tif,0,"POLYGON ((476290.6 7226087.100000001, 476290.6 7226082.800000001, 476286.4 7226082.800000001, 476286.4 7226087.100000001, 476290.6 7226087.100000001))",2556,6N,NEON.PLA.D19.BONA.02192,BENE4,BONA,BONA_088,Live
31,476286.4,7226087.100000001,476290.60000000003,7226082.800000001,Tree,0.4811917543411255,BONA_088_2019.tif,0,"POLYGON ((476290.6 7226087.100000001, 476290.6 7226082.800000001, 476286.4 7226082.800000001, 476286.4 7226087.100000001, 476290.6 7226087.100000001))",2557,6N,NEON.PLA.D19.BONA.02193,BENE4,BONA,BONA_088,Live
32,476296.60000000003,7226103.300000001,476299.2,7226100.2,Tree,0.4791318476200104,BONA_088_2019.tif,0,"POLYGON ((476299.2 7226103.300000001, 476299.2 7226100.2, 476296.6 7226100.2, 476296.6 7226103.300000001, 476299.2 7226103.300000001))",2577,6N,NEON.PLA.D19.BONA.02408,BENE4,BONA,BONA_088,"Live,  other damage"
35,476285.60000000003,7226078.7,476288.7,7226075.300000001,Tree,0.46343594789505005,BONA_088_2019.tif,1,"POLYGON ((476288.7 7226078.7, 476288.7 7226075.300000001, 476285.6 7226075.300000001, 476285.6 7226078.7, 476288.7 7226078.7))",2565,6N,NEON.PLA.D19.BONA.02201,POTR5,BONA,BONA_088,Live
35,476285.60000000003,7226078.7,476288.7,7226075.300000001,Tree,0.46343594789505005,BONA_088_2019.tif,1,"POLYGON ((476288.7 7226078.7, 476288.7 7226075.300000001, 476285.6 7226075.300000001, 476285.6 7226078.7, 476288.7 7226078.7))",2564,6N,NEON.PLA.D19.BONA.02200,POTR5,BONA,BONA_088,Live
35,476285.60000000003,7226078.7,476288.7,7226075.300000001,Tree,0.46343594789505005,BONA_088_2019.tif,1,"POLYGON ((476288.7 7226078.7, 476288.7 7226075.300000001, 476285.6 7226075.300000001, 476285.6 7226078.7, 476288.7 7226078.7))",2563,6N,NEON.PLA.D19.BONA.02199,POTR5,BONA,BONA_088,Live
38,476280.50000000006,7226107.300000001,476284.50000000006,7226103.4,Tree,0.4610263705253601,BONA_088_2019.tif,0,"POLYGON ((476284.5000000001 7226107.300000001, 476284.5000000001 7226103.4, 476280.5000000001 7226103.4, 476280.5000000001 7226107.300000001, 476284.5000000001 7226107.300000001))",2602,6N,NEON.PLA.D19.BONA.02437,BENE4,BONA,BONA_088,Live
38,476280.50000000006,7226107.300000001,476284.50000000006,7226103.4,Tree,0.4610263705253601,BONA_088_2019.tif,0,"POLYGON ((476284.5000000001 7226107.300000001, 476284.5000000001 7226103.4, 476280.5000000001 7226103.4, 476280.5000000001 7226107.300000001, 476284.5000000001 7226107.300000001))",2603,6N,NEON.PLA.D19.BONA.02438,BENE4,BONA,BONA_088,Live
40,476294.9,7226112.800000001,476298.00000000006,7226110.0,Tree,0.45628121495246887,BONA_088_2019.tif,0,"POLYGON ((476298.0000000001 7226112.800000001, 476298.0000000001 7226110, 476294.9 7226110, 476294.9 7226112.800000001, 476298.0000000001 7226112.800000001))",2610,6N,NEON.PLA.D19.BONA.02445,BENE4,BONA,BONA_088,Live
40,476294.9,7226112.800000001,476298.00000000006,7226110.0,Tree,0.45628121495246887,BONA_088_2019.tif,0,"POLYGON ((476298.0000000001 7226112.800000001, 476298.0000000001 7226110, 476294.9 7226110, 476294.9 7226112.800000001, 476298.0000000001 7226112.800000001))",2614,6N,NEON.PLA.D19.BONA.02449,POTR5,BONA,BONA_088,Standing dead
42,476288.9,7226106.300000001,476292.9,7226102.5,Tree,0.44766485691070557,BONA_088_2019.tif,0,"POLYGON ((476292.9 7226106.300000001, 476292.9 7226102.5, 476288.9 7226102.5, 476288.9 7226106.300000001, 476292.9 7226106.300000001))",2594,6N,NEON.PLA.D19.BONA.02428,BENE4,BONA,BONA_088,Live
42,476288.9,7226106.300000001,476292.9,7226102.5,Tree,0.44766485691070557,BONA_088_2019.tif,0,"POLYGON ((476292.9 7226106.300000001, 476292.9 7226102.5, 476288.9 7226102.5, 476288.9 7226106.300000001, 476292.9 7226106.300000001))",2595,6N,NEON.PLA.D19.BONA.02429,BENE4,BONA,BONA_088,Live
42,476288.9,7226106.300000001,476292.9,7226102.5,Tree,0.44766485691070557,BONA_088_2019.tif,0,"POLYGON ((476292.9 7226106.300000001, 476292.9 7226102.5, 476288.9 7226102.5, 476288.9 7226106.300000001, 476292.9 7226106.300000001))",2598,6N,NEON.PLA.D19.BONA.02432,POTR5,BONA,BONA_088,"Dead, broken bole"
43,476284.4,7226099.2,476286.9,7226096.5,Tree,0.44133973121643066,BONA_088_2019.tif,0,"POLYGON ((476286.9 7226099.2, 476286.9 7226096.5, 476284.4 7226096.5, 476284.4 7226099.2, 476286.9 7226099.2))",2586,6N,NEON.PLA.D19.BONA.02418,POTR5,BONA,BONA_088,Standing dead
44,476298.2,7226091.800000001,476301.00000000006,7226089.4,Tree,0.4402885437011719,BONA_088_2019.tif,0,"POLYGON ((476301.0000000001 7226091.800000001, 476301.0000000001 7226089.4, 476298.2 7226089.4, 476298.2 7226091.800000001, 476301.0000000001 7226091.800000001))",2538,6N,NEON.PLA.D19.BONA.02172,POTR5,BONA,BONA_088,Live
44,476298.2,7226091.800000001,476301.00000000006,7226089.4,Tree,0.4402885437011719,BONA_088_2019.tif,0,"POLYGON ((476301.0000000001 7226091.800000001, 476301.0000000001 7226089.4, 476298.2 7226089.4, 476298.2 7226091.800000001, 476301.0000000001 7226091.800000001))",2539,6N,NEON.PLA.D19.BONA.02174,POBA2,BONA,BONA_088,Live
47,476298.60000000003,7226080.300000001,476301.50000000006,7226076.9,Tree,0.4372778832912445,BONA_088_2019.tif,0,"POLYGON ((476301.5000000001 7226080.300000001, 476301.5000000001 7226076.9, 476298.6 7226076.9, 476298.6 7226080.300000001, 476301.5000000001 7226080.300000001))",2523,6N,NEON.PLA.D19.BONA.02157,POTR5,BONA,BONA_088,Live
47,476298.60000000003,7226080.300000001,476301.50000000006,7226076.9,Tree,0.4372778832912445,BONA_088_2019.tif,0,"POLYGON ((476301.5000000001 7226080.300000001, 476301.5000000001 7226076.9, 476298.6 7226076.9, 476298.6 7226080.300000001, 476301.5000000001 7226080.300000001))",2524,6N,NEON.PLA.D19.BONA.02158,POTR5,BONA,BONA_088,Live
51,476294.10000000003,7226089.2,476296.7,7226086.600000001,Tree,0.42087027430534363,BONA_088_2019.tif,0,"POLYGON ((476296.7 7226089.2, 476296.7 7226086.600000001, 476294.1 7226086.600000001, 476294.1 7226089.2, 476296.7 7226089.2))",2542,6N,NEON.PLA.D19.BONA.02177,BENE4,BONA,BONA_088,Live
51,476294.10000000003,7226089.2,476296.7,7226086.600000001,Tree,0.42087027430534363,BONA_088_2019.tif,0,"POLYGON ((476296.7 7226089.2, 476296.7 7226086.600000001, 476294.1 7226086.600000001, 476294.1 7226089.2, 476296.7 7226089.2))",2543,6N,NEON.PLA.D19.BONA.02178,POTR5,BONA,BONA_088,Live
53,476294.60000000003,7226083.2,476297.10000000003,7226080.600000001,Tree,0.4115099012851715,BONA_088_2019.tif,1,"POLYGON ((476297.1 7226083.2, 476297.1 7226080.600000001, 476294.6 7226080.600000001, 476294.6 7226083.2, 476297.1 7226083.2))",2527,6N,NEON.PLA.D19.BONA.02161,POTR5,BONA,BONA_088,Live
57,476291.10000000003,7226080.9,476294.2,7226077.7,Tree,0.4052066206932068,BONA_088_2019.tif,0,"POLYGON ((476294.2 7226080.9, 476294.2 7226077.7, 476291.1 7226077.7, 476291.1 7226080.9, 476294.2 7226080.9))",2530,6N,NEON.PLA.D19.BONA.02164,POTR5,BONA,BONA_088,Live
57,476291.10000000003,7226080.9,476294.2,7226077.7,Tree,0.4052066206932068,BONA_088_2019.tif,0,"POLYGON ((476294.2 7226080.9, 476294.2 7226077.7, 476291.1 7226077.7, 476291.1 7226080.9, 476294.2 7226080.9))",2529,6N,NEON.PLA.D19.BONA.02163,POTR5,BONA,BONA_088,Live
60,476300.10000000003,7226105.4,476301.60000000003,7226102.9,Tree,0.392617404460907,BONA_088_2019.tif,0,"POLYGON ((476301.6 7226105.4, 476301.6 7226102.9, 476300.1 7226102.9, 476300.1 7226105.4, 476301.6 7226105.4))",2622,6N,NEON.PLA.D19.BONA.02458,PIMA,BONA,BONA_088,Live
63,476294.4,7226078.600000001,476296.80000000005,7226076.4,Tree,0.3857243061065674,BONA_088_2019.tif,0,"POLYGON ((476296.8 7226078.600000001, 476296.8 7226076.4, 476294.4 7226076.4, 476294.4 7226078.600000001, 476296.8 7226078.600000001))",2528,6N,NEON.PLA.D19.BONA.02162,PIMA,BONA,BONA_088,Live
64,476281.2,7226074.9,476285.00000000006,7226072.9,Tree,0.38405126333236694,BONA_088_2019.tif,0,"POLYGON ((476285.0000000001 7226074.9, 476285.0000000001 7226072.9, 476281.2 7226072.9, 476281.2 7226074.9, 476285.0000000001 7226074.9))",2569,6N,NEON.PLA.D19.BONA.02205,PIMA,BONA,BONA_088,Live
64,476281.2,7226074.9,476285.00000000006,7226072.9,Tree,0.38405126333236694,BONA_088_2019.tif,0,"POLYGON ((476285.0000000001 7226074.9, 476285.0000000001 7226072.9, 476281.2 7226072.9, 476281.2 7226074.9, 476285.0000000001 7226074.9))",2568,6N,NEON.PLA.D19.BONA.02204,BENE4,BONA,BONA_088,Live
67,476299.9,7226076.800000001,476301.60000000003,7226074.0,Tree,0.37071388959884644,BONA_088_2019.tif,0,"POLYGON ((476301.6 7226076.800000001, 476301.6 7226074, 476299.9 7226074, 476299.9 7226076.800000001, 476301.6 7226076.800000001))",2522,6N,NEON.PLA.D19.BONA.02156,POTR5,BONA,BONA_088,Live
70,476295.7,7226093.800000001,476298.2,7226091.300000001,Tree,0.3651156425476074,BONA_088_2019.tif,0,"POLYGON ((476298.2 7226093.800000001, 476298.2 7226091.300000001, 476295.7 7226091.300000001, 476295.7 7226093.800000001, 476298.2 7226093.800000001))",2540,6N,NEON.PLA.D19.BONA.02175,POTR5,BONA,BONA_088,Live
71,476286.50000000006,7226103.4,476289.10000000003,7226100.800000001,Tree,0.3625298738479614,BONA_088_2019.tif,0,"POLYGON ((476289.1 7226103.4, 476289.1 7226100.800000001, 476286.5000000001 7226100.800000001, 476286.5000000001 7226103.4, 476289.1 7226103.4))",2585,6N,NEON.PLA.D19.BONA.02416,PIMA,BONA,BONA_088,Live
75,476290.00000000006,7226112.9,476292.30000000005,7226111.9,Tree,0.3533131182193756,BONA_088_2019.tif,0,"POLYGON ((476292.3 7226112.9, 476292.3 7226111.9, 476290.0000000001 7226111.9, 476290.0000000001 7226112.9, 476292.3 7226112.9))",2607,6N,NEON.PLA.D19.BONA.02442,POTR5,BONA,BONA_088,"Live,  other damage"
76,476283.60000000003,7226108.600000001,476286.00000000006,7226106.300000001,Tree,0.34966421127319336,BONA_088_2019.tif,0,"POLYGON ((476286.0000000001 7226108.600000001, 476286.0000000001 7226106.300000001, 476283.6 7226106.300000001, 476283.6 7226108.600000001, 476286.0000000001 7226108.600000001))",2601,6N,NEON.PLA.D19.BONA.02436,BENE4,BONA,BONA_088,Live
77,476288.7,7226081.800000001,476291.2,7226079.300000001,Tree,0.3480084538459778,BONA_088_2019.tif,0,"POLYGON ((476291.2 7226081.800000001, 476291.2 7226079.300000001, 476288.7 7226079.300000001, 476288.7 7226081.800000001, 476291.2 7226081.800000001))",2560,6N,NEON.PLA.D19.BONA.02196,POTR5,BONA,BONA_088,Live
78,476283.4,7226103.2,476286.50000000006,7226099.9,Tree,0.347449392080307,BONA_088_2019.tif,0,"POLYGON ((476286.5000000001 7226103.2, 476286.5000000001 7226099.9, 476283.4 7226099.9, 476283.4 7226103.2, 476286.5000000001 7226103.2))",2591,6N,NEON.PLA.D19.BONA.02425,BENE4,BONA,BONA_088,Live
78,476283.4,7226103.2,476286.50000000006,7226099.9,Tree,0.347449392080307,BONA_088_2019.tif,0,"POLYGON ((476286.5000000001 7226103.2, 476286.5000000001 7226099.9, 476283.4 7226099.9, 476283.4 7226103.2, 476286.5000000001 7226103.2))",2592,6N,NEON.PLA.D19.BONA.02426,BENE4,BONA,BONA_088,Live
80,476282.9,7226093.800000001,476286.2,7226090.600000001,Tree,0.3407551050186157,BONA_088_2019.tif,0,"POLYGON ((476286.2 7226093.800000001, 476286.2 7226090.600000001, 476282.9 7226090.600000001, 476282.9 7226093.800000001, 476286.2 7226093.800000001))",2549,6N,NEON.PLA.D19.BONA.02185,POTR5,BONA,BONA_088,Live
81,476293.4,7226102.2,476296.10000000003,7226099.600000001,Tree,0.3388381898403168,BONA_088_2019.tif,0,"POLYGON ((476296.1 7226102.2, 476296.1 7226099.600000001, 476293.4 7226099.600000001, 476293.4 7226102.2, 476296.1 7226102.2))",2582,6N,NEON.PLA.D19.BONA.02413,BENE4,BONA,BONA_088,Live
0,476055.30000000005,7225929.800000001,476059.4,7225925.700000001,Tree,0.7147361636161804,BONA_089_2019.tif,0,"POLYGON ((476059.4 7225929.800000001, 476059.4 7225925.700000001, 476055.3 7225925.700000001, 476055.3 7225929.800000001, 476059.4 7225929.800000001))",2653,6N,NEON.PLA.D19.BONA.02040,POTR5,BONA,BONA_089,Live
0,476055.30000000005,7225929.800000001,476059.4,7225925.700000001,Tree,0.7147361636161804,BONA_089_2019.tif,0,"POLYGON ((476059.4 7225929.800000001, 476059.4 7225925.700000001, 476055.3 7225925.700000001, 476055.3 7225929.800000001, 476059.4 7225929.800000001))",2654,6N,NEON.PLA.D19.BONA.02041,POTR5,BONA,BONA_089,Live
0,476055.30000000005,7225929.800000001,476059.4,7225925.700000001,Tree,0.7147361636161804,BONA_089_2019.tif,0,"POLYGON ((476059.4 7225929.800000001, 476059.4 7225925.700000001, 476055.3 7225925.700000001, 476055.3 7225929.800000001, 476059.4 7225929.800000001))",2655,6N,NEON.PLA.D19.BONA.02042,POTR5,BONA,BONA_089,Live
2,476048.70000000007,7225918.600000001,476052.50000000006,7225914.800000001,Tree,0.683435320854187,BONA_089_2019.tif,0,"POLYGON ((476052.5000000001 7225918.600000001, 476052.5000000001 7225914.800000001, 476048.7000000001 7225914.800000001, 476048.7000000001 7225918.600000001, 476052.5000000001 7225918.600000001))",2637,6N,NEON.PLA.D19.BONA.02024,POTR5,BONA,BONA_089,Live
5,476053.50000000006,7225917.600000001,476056.80000000005,7225914.100000001,Tree,0.6178044676780701,BONA_089_2019.tif,0,"POLYGON ((476056.8 7225917.600000001, 476056.8 7225914.100000001, 476053.5000000001 7225914.100000001, 476053.5000000001 7225917.600000001, 476056.8 7225917.600000001))",2658,6N,NEON.PLA.D19.BONA.02046,POTR5,BONA,BONA_089,Live
5,476053.50000000006,7225917.600000001,476056.80000000005,7225914.100000001,Tree,0.6178044676780701,BONA_089_2019.tif,0,"POLYGON ((476056.8 7225917.600000001, 476056.8 7225914.100000001, 476053.5000000001 7225914.100000001, 476053.5000000001 7225917.600000001, 476056.8 7225917.600000001))",2659,6N,NEON.PLA.D19.BONA.02047,POTR5,BONA,BONA_089,"Live, disease damaged"
13,476050.9,7225922.4,476054.4,7225918.9,Tree,0.5465553998947144,BONA_089_2019.tif,1,"POLYGON ((476054.4 7225922.4, 476054.4 7225918.9, 476050.9 7225918.9, 476050.9 7225922.4, 476054.4 7225922.4))",2657,6N,NEON.PLA.D19.BONA.02045,POTR5,BONA,BONA_089,Live
19,476050.10000000003,7225929.300000001,476052.60000000003,7225926.600000001,Tree,0.5251936912536621,BONA_089_2019.tif,0,"POLYGON ((476052.6 7225929.300000001, 476052.6 7225926.600000001, 476050.1 7225926.600000001, 476050.1 7225929.300000001, 476052.6 7225929.300000001))",2647,6N,NEON.PLA.D19.BONA.02034,POTR5,BONA,BONA_089,Live
19,476050.10000000003,7225929.300000001,476052.60000000003,7225926.600000001,Tree,0.5251936912536621,BONA_089_2019.tif,0,"POLYGON ((476052.6 7225929.300000001, 476052.6 7225926.600000001, 476050.1 7225926.600000001, 476050.1 7225929.300000001, 476052.6 7225929.300000001))",2648,6N,NEON.PLA.D19.BONA.02035,POTR5,BONA,BONA_089,"Live, disease damaged"
19,476050.10000000003,7225929.300000001,476052.60000000003,7225926.600000001,Tree,0.5251936912536621,BONA_089_2019.tif,0,"POLYGON ((476052.6 7225929.300000001, 476052.6 7225926.600000001, 476050.1 7225926.600000001, 476050.1 7225929.300000001, 476052.6 7225929.300000001))",2649,6N,NEON.PLA.D19.BONA.02036,POTR5,BONA,BONA_089,Live
22,476027.20000000007,7225918.800000001,476030.20000000007,7225915.500000001,Tree,0.5022258758544922,BONA_089_2019.tif,0,"POLYGON ((476030.2000000001 7225918.800000001, 476030.2000000001 7225915.500000001, 476027.2000000001 7225915.500000001, 476027.2000000001 7225918.800000001, 476030.2000000001 7225918.800000001))",2687,6N,NEON.PLA.D19.BONA.02153,POTR5,BONA,BONA_089,Live
24,476057.30000000005,7225915.500000001,476059.70000000007,7225912.700000001,Tree,0.4934160113334656,BONA_089_2019.tif,1,"POLYGON ((476059.7000000001 7225915.500000001, 476059.7000000001 7225912.700000001, 476057.3 7225912.700000001, 476057.3 7225915.500000001, 476059.7000000001 7225915.500000001))",2662,6N,NEON.PLA.D19.BONA.02051,POTR5,BONA,BONA_089,"Live, disease damaged"
24,476057.30000000005,7225915.500000001,476059.70000000007,7225912.700000001,Tree,0.4934160113334656,BONA_089_2019.tif,1,"POLYGON ((476059.7000000001 7225915.500000001, 476059.7000000001 7225912.700000001, 476057.3 7225912.700000001, 476057.3 7225915.500000001, 476059.7000000001 7225915.500000001))",2661,6N,NEON.PLA.D19.BONA.02050,POTR5,BONA,BONA_089,"Live, disease damaged"
25,476019.80000000005,7225929.200000001,476023.4,7225924.600000001,Tree,0.4933502972126007,BONA_089_2019.tif,0,"POLYGON ((476023.4 7225929.200000001, 476023.4 7225924.600000001, 476019.8 7225924.600000001, 476019.8 7225929.200000001, 476023.4 7225929.200000001))",2666,6N,NEON.PLA.D19.BONA.02125,POTR5,BONA,BONA_089,Live
25,476019.80000000005,7225929.200000001,476023.4,7225924.600000001,Tree,0.4933502972126007,BONA_089_2019.tif,0,"POLYGON ((476023.4 7225929.200000001, 476023.4 7225924.600000001, 476019.8 7225924.600000001, 476019.8 7225929.200000001, 476023.4 7225929.200000001))",2667,6N,NEON.PLA.D19.BONA.02126,POTR5,BONA,BONA_089,Standing dead
36,476021.70000000007,7225932.800000001,476025.30000000005,7225930.000000001,Tree,0.4585351347923279,BONA_089_2019.tif,0,"POLYGON ((476025.3 7225932.800000001, 476025.3 7225930.000000001, 476021.7000000001 7225930.000000001, 476021.7000000001 7225932.800000001, 476025.3 7225932.800000001))",2665,6N,NEON.PLA.D19.BONA.02124,POTR5,BONA,BONA_089,Live
36,476021.70000000007,7225932.800000001,476025.30000000005,7225930.000000001,Tree,0.4585351347923279,BONA_089_2019.tif,0,"POLYGON ((476025.3 7225932.800000001, 476025.3 7225930.000000001, 476021.7000000001 7225930.000000001, 476021.7000000001 7225932.800000001, 476025.3 7225932.800000001))",2664,6N,NEON.PLA.D19.BONA.02123,PIGL,BONA,BONA_089,Live
